Column1,Sentiment,RealSentiment,TweetID,Date,Query,User,Tweet,VADER_Score,VADER_Compound,VADER_Sentiment,SentiStrengthSentiment,SentiStrengthScore,BERTSentiment,BERTDetails,BERTSentiment1,BERTDetails1,BERTSentiment2,BERTDetails2
176,0,Negative,440,Tue Jun 02 04:39:59 UTC 2009,safeway,ryanlipert,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative,Positive,1,Positive,"tensor([[-0.4848, -1.0204, -0.3138]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1331, -0.1056,  0.5842]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0379,  0.2955,  0.8180]], grad_fn=<AddmmBackward>)"
177,2,Neutral,441,Tue Jun 02 04:41:03 UTC 2009,safeway,evan,Did not realize there is a gym above Safeway!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Positive,"tensor([[-0.8326, -0.5578, -0.0958]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2733, -0.6701,  0.6105]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-9.2904e-03,  4.3727e-04,  5.0975e-01]], grad_fn=<AddmmBackward>)"
178,2,Neutral,442,Tue Jun 02 04:41:07 UTC 2009,safeway,ronjon,"@XPhile1908 I have three words for you: ""Safeway dot com""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.5144, -0.8319, -0.4998]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3284, -0.1909, -0.0126]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5026, -0.2908,  0.3460]], grad_fn=<AddmmBackward>)"
179,4,Positive,443,Tue Jun 02 04:41:19 UTC 2009,safeway,missleigh,Safeway is very rock n roll tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Negative,"tensor([[-0.9647, -0.9222, -0.0123]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5154, -0.6253,  0.3536]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1686,  0.2922, -0.1135]], grad_fn=<AddmmBackward>)"
180,2,Neutral,444,Tue Jun 02 04:41:36 UTC 2009,safeway,SharkKMV,Bout to hit safeway I gotta eat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Positive,"tensor([[-0.1404, -0.7169, -0.4766]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1598, -0.1951,  0.0327]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1677, -0.2611,  0.4969]], grad_fn=<AddmmBackward>)"
181,2,Neutral,445,Tue Jun 02 04:41:48 UTC 2009,safeway,bosZmom,Jake's going to safeway!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,2,Positive,"tensor([[-0.2868, -0.9230,  0.0123]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0222, -0.8491,  0.1861]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3998,  0.0191,  0.2310]], grad_fn=<AddmmBackward>)"
182,2,Neutral,446,Tue Jun 02 04:41:58 UTC 2009,safeway,penlynwilson,Found a safeway. Picking up a few staples.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Negative,"tensor([[-0.1823, -0.9632,  0.1302]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4814, -0.2419,  0.2548]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5319, -0.6707,  0.3679]], grad_fn=<AddmmBackward>)"
183,2,Neutral,447,Tue Jun 02 04:42:28 UTC 2009,safeway,mobileadgirl,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Positive,"tensor([[-0.3478, -1.3128, -0.0302]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.4035, 0.0181, 0.3995]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4224, -0.3343, -0.0994]], grad_fn=<AddmmBackward>)"
184,0,Negative,448,Tue Jun 02 04:42:34 UTC 2009,safeway,phantomzangel,The safeway bathroom still smells like ass!,"{'neg': 0.336, 'neu': 0.443, 'pos': 0.221, 'compound': -0.3164}",-0.3164,Negative,Positive,2,Positive,"tensor([[-0.4535, -0.6534, -0.2881]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1342, -0.4978,  0.1377]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.6087, -0.1335,  0.6110]], grad_fn=<AddmmBackward>)"
185,0,Negative,449,Tue Jun 02 04:42:46 UTC 2009,safeway,BreezB,"At safeway on elkhorn, they move like they're dead!","{'neg': 0.326, 'neu': 0.497, 'pos': 0.177, 'compound': -0.4753}",-0.4753,Negative,Negative,-2,Negative,"tensor([[-0.4022, -1.5160, -0.5544]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.6132, 0.2589, 0.3084]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0463,  0.2979, -0.1137]], grad_fn=<AddmmBackward>)"
186,2,Neutral,451,Tue Jun 02 06:53:03 UTC 2009,eating,nonstopdiets,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.6216, -0.4599, -0.2936]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.0971, -0.1944,  0.8024]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1952,  0.5649, -0.0287]], grad_fn=<AddmmBackward>)"
187,2,Neutral,452,Tue Jun 02 06:53:11 UTC 2009,eating,janelleshanks,Is Eating and Watching Movies....,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.7580, -1.1070, -0.0878]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1673, -1.1421,  0.0836]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2117,  0.0054, -0.0624]], grad_fn=<AddmmBackward>)"
188,2,Neutral,456,Tue Jun 02 06:53:27 UTC 2009,eating,hanaho,eating sashimi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.4079, -1.1989, -0.6023]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.1409, 0.2494, 0.2585]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5036, -0.0211,  0.5330]], grad_fn=<AddmmBackward>)"
189,2,Neutral,457,Tue Jun 02 06:53:37 UTC 2009,eating,Fiel,is eating  home made yema,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-1.0800, -0.1023, -0.0184]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2464, -0.6003,  0.6035]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7894,  0.1928,  0.0650]], grad_fn=<AddmmBackward>)"
190,2,Neutral,458,Tue Jun 02 06:54:16 UTC 2009,eating,aaindefenzo,eating cake,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.4810, -0.7634,  0.1984]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4532, -0.1916,  0.4517]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.3523,  0.3700,  0.0831]], grad_fn=<AddmmBackward>)"
191,4,Positive,531,Thu Jun 04 16:49:55 UTC 2009,nike,CrownRoyal8,i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,"{'neg': 0.092, 'neu': 0.55, 'pos': 0.358, 'compound': 0.7762}",0.7762,Positive,Positive,2,Negative,"tensor([[-0.6348, -1.1925, -0.2159]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.7126, -0.7722,  0.6070]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2596, -0.4669,  0.1936]], grad_fn=<AddmmBackward>)"
192,0,Negative,532,Thu Jun 04 16:52:36 UTC 2009,nike,MrGQ,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4003}",-0.4003,Negative,Positive,1,Positive,"tensor([[-0.1043, -0.7810, -0.6660]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5332, -0.1212,  0.2439]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2014, -0.3834, -0.2100]], grad_fn=<AddmmBackward>)"
193,2,Neutral,533,Thu Jun 04 16:53:09 UTC 2009,nike,ngngfrancis,iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.4775, -0.3890,  0.2362]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1189, -0.1376,  0.6149]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0101,  0.1070,  0.7192]], grad_fn=<AddmmBackward>)"
194,4,Positive,534,Thu Jun 04 16:54:23 UTC 2009,nike,mikelongden,is lovin his Nike  already and that's only from running on the spot in his bedroom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,2,Positive,"tensor([[-0.4764, -0.1505, -0.0807]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1436, -0.5835,  0.4372]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1890, -0.2041,  0.4124]], grad_fn=<AddmmBackward>)"
195,2,Neutral,556,Sun Jun 07 01:12:50 UTC 2009,jquery,imgsearch,Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.2003}",0.2003,Positive,Positive,1,Positive,"tensor([[-0.2333, -0.7556,  0.1307]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3031, -0.1575,  0.3849]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.2089, 0.2670, 0.2259]], grad_fn=<AddmmBackward>)"
196,4,Positive,557,Sun Jun 07 01:13:52 UTC 2009,jquery,teagone,@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.,"{'neg': 0.148, 'neu': 0.694, 'pos': 0.157, 'compound': 0.0516}",0.0516,Positive,Neutral,0,Positive,"tensor([[-0.7153, -0.7032, -0.3065]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1131, -0.4441,  0.5290]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5963, -0.2413,  0.1862]], grad_fn=<AddmmBackward>)"
197,2,Neutral,558,Sun Jun 07 01:14:08 UTC 2009,jquery,marcroberts,RT @jquery: The Ultimate jQuery List - http://jquerylist.com/,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.8638, -0.4568, -0.2103]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3973, -0.3136,  0.1915]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0752, -0.4100,  0.8033]], grad_fn=<AddmmBackward>)"
198,2,Neutral,559,Sun Jun 07 01:14:15 UTC 2009,jquery,jacobrothstein,I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.34,Positive,Negative,-1,Positive,"tensor([[ 0.0636, -0.5393,  0.0755]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.7844, -0.3568,  0.6244]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0947,  0.1307,  0.4488]], grad_fn=<AddmmBackward>)"
199,2,Neutral,560,Sun Jun 07 01:14:19 UTC 2009,jquery,bedroomation,@anna_debenham what was the php jquery hack?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-1,Negative,"tensor([[-0.4678, -1.5618, -0.5473]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4646, -0.3577,  0.4634]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1733, -0.3808,  0.6043]], grad_fn=<AddmmBackward>)"
200,2,Neutral,561,Sun Jun 07 01:14:42 UTC 2009,jquery,vmkobs,jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative,Negative,-2,Positive,"tensor([[-0.5513, -0.9191, -0.6082]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4426, -0.4691,  0.2801]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1686, -0.2118,  0.3157]], grad_fn=<AddmmBackward>)"
201,2,Neutral,562,Sun Jun 07 01:15:04 UTC 2009,jquery,NewTechBooks,Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Negative,"tensor([[-0.5688, -0.8072,  0.0217]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.4865, -0.5887,  0.3757]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2225,  0.2409, -0.0606]], grad_fn=<AddmmBackward>)"
202,4,Positive,563,Sun Jun 07 03:27:57 UTC 2009,warren buffet,adthomas3,"@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.6909}",0.6909,Positive,Positive,2,Positive,"tensor([[-0.6814, -0.6482, -0.3848]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6132, -1.2147,  0.5574]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1205, -0.5539,  0.1135]], grad_fn=<AddmmBackward>)"
203,4,Positive,564,Sun Jun 07 03:28:08 UTC 2009,warren buffet,Alfred04654,"RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.7034}",0.7034,Positive,Positive,2,Positive,"tensor([[-0.5436, -1.0173, -0.4547]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4143, -0.6408,  0.6659]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3095,  0.1858,  0.2679]], grad_fn=<AddmmBackward>)"
204,2,Neutral,565,Sun Jun 07 03:28:50 UTC 2009,warren buffet,LovelyMiska,Warren Buffet on the economy http://ping.fm/Lau0p,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Neutral,0,Positive,"tensor([[-0.2291, -0.5078, -0.1157]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5939, -0.3572,  0.1345]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7712, -0.6774, -0.0679]], grad_fn=<AddmmBackward>)"
205,4,Positive,566,Sun Jun 07 03:29:15 UTC 2009,warren buffet,adamgilmer,"Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4767}",0.4767,Positive,Neutral,0,Negative,"tensor([[-0.5872, -0.4404, -0.4368]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1580, -0.3911,  0.1959]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.1534, 0.0710, 0.5083]], grad_fn=<AddmmBackward>)"
206,4,Positive,567,Sun Jun 07 17:42:47 UTC 2009,notre dame school,PatfaceCatface,"According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*","{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7964}",0.7964,Positive,Positive,1,Positive,"tensor([[-0.1319, -0.6207, -0.0926]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1038, -0.7194,  0.4875]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7870,  0.0363,  0.5058]], grad_fn=<AddmmBackward>)"
207,2,Neutral,568,Sun Jun 07 17:42:56 UTC 2009,notre dame school,MY_NBA_PLAYOFFS,All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.7184}",0.7184,Positive,Neutral,0,Positive,"tensor([[-0.8176, -0.9794, -0.0995]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3001, -0.4719,  0.1823]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.5417,  0.2366,  0.1542]], grad_fn=<AddmmBackward>)"
208,4,Positive,569,Sun Jun 07 21:38:16 UTC 2009,kindle2,rachaelbender,@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8883}",0.8883,Positive,Positive,3,Negative,"tensor([[-0.3158, -0.9258, -0.0742]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6661, -0.0496,  0.5163]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1188,  0.0417,  1.1803]], grad_fn=<AddmmBackward>)"
209,2,Neutral,570,Sun Jun 07 21:38:42 UTC 2009,kindle2,aqrinc,"RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7263}",0.7263,Positive,Positive,1,Positive,"tensor([[-0.8769, -0.7965, -0.2534]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3837, -0.0129, -0.0048]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2215, -0.3113,  0.0813]], grad_fn=<AddmmBackward>)"
210,0,Negative,571,Sun Jun 07 21:47:01 UTC 2009,time warner,davepurcell,Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,"{'neg': 0.141, 'neu': 0.675, 'pos': 0.185, 'compound': 0.0609}",0.0609,Positive,Negative,-2,Positive,"tensor([[-0.6638, -1.1438, -0.4916]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.9162, -0.4542,  0.5524]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.1313, 0.0214, 0.2534]], grad_fn=<AddmmBackward>)"
211,0,Negative,572,Sun Jun 07 21:47:20 UTC 2009,time warner,MarleyLuv26,Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,"{'neg': 0.259, 'neu': 0.611, 'pos': 0.13, 'compound': -0.5554}",-0.5554,Negative,Negative,-2,Positive,"tensor([[-0.7195, -0.7298,  0.1241]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0232,  0.1647,  0.4048]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.2300, -0.0093,  0.5402]], grad_fn=<AddmmBackward>)"
212,0,Negative,573,Sun Jun 07 21:47:33 UTC 2009,time warner,acomicbookgirl,@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),"{'neg': 0.158, 'neu': 0.632, 'pos': 0.211, 'compound': 0.2505}",0.2505,Positive,Positive,1,Negative,"tensor([[-0.2840, -0.7429, -0.0980]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.4819, -0.8757,  0.3510]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3469, -0.3543, -0.3950]], grad_fn=<AddmmBackward>)"
213,0,Negative,574,Sun Jun 07 21:47:42 UTC 2009,time warner,MichelleEReagan,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,2,Negative,"tensor([[-0.7408, -0.6759, -0.4909]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1275, -0.7692,  1.0355]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2587,  0.0205,  0.4617]], grad_fn=<AddmmBackward>)"
214,0,Negative,575,Sun Jun 07 21:47:50 UTC 2009,time warner,jpaje11,"wth..i have never seen a line this loooong at time warner before, ugh.","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative,Negative,-1,Neutral,"tensor([[-0.5320, -0.6301, -0.0232]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.6154, -0.2303,  0.4090]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1529,  0.5627,  0.0095]], grad_fn=<AddmmBackward>)"
215,0,Negative,576,Sun Jun 07 21:47:56 UTC 2009,time warner,JessSlevin,Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,"{'neg': 0.123, 'neu': 0.731, 'pos': 0.146, 'compound': 0.128}",0.128,Positive,Positive,1,Positive,"tensor([[-0.4557, -0.6811,  0.1639]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3755, -0.6704,  0.5602]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.4398,  0.2399,  0.7400]], grad_fn=<AddmmBackward>)"
216,2,Neutral,577,Mon Jun 08 00:01:29 UTC 2009,federer,jworthington,Man accosts Roger Federer during French Open http://ff.im/3HCPT,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Negative,-1,Neutral,"tensor([[ 0.1005, -0.6507, -0.0286]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.0305, -0.2549,  0.1901]], grad_fn=<AddmmBackward>)",Negative,"tensor([[0.0352, 0.1450, 0.4417]], grad_fn=<AddmmBackward>)"
217,0,Negative,578,Mon Jun 08 01:58:49 UTC 2009,"""naive bayes""",R0B3rt2,Naive Bayes using EM for Text Classification. Really Frustrating...,"{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.6478}",-0.6478,Negative,Negative,-1,Positive,"tensor([[-0.3225, -0.4699, -0.0388]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1899,  0.1404,  0.3812]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0851, -0.3276, -0.2590]], grad_fn=<AddmmBackward>)"
218,4,Positive,585,Mon Jun 08 06:28:01 UTC 2009,stanford,TammyT,We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.0772}",0.0772,Positive,Neutral,0,Negative,"tensor([[-0.4590, -0.2865,  0.2043]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.1860, -0.4949,  0.0743]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1417, -0.1218,  0.4216]], grad_fn=<AddmmBackward>)"
219,2,Neutral,586,Mon Jun 08 06:28:05 UTC 2009,stanford,elliottng,Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative,Negative,-2,Positive,"tensor([[-0.9297, -0.7652, -0.9508]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3566, -0.8278,  0.2997]], grad_fn=<AddmmBackward>)",Positive,"tensor([[0.1148, 0.2723, 0.2030]], grad_fn=<AddmmBackward>)"
220,2,Neutral,587,Mon Jun 08 06:28:23 UTC 2009,stanford,Shibuki_kun,"I'm going to bed. It was a successful weekend. Stanford, here I come.","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}",0.5859,Positive,Positive,2,Positive,"tensor([[-0.4635, -0.7085, -0.4463]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.5552, -0.4419, -0.0077]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.1368, -0.1698,  0.4926]], grad_fn=<AddmmBackward>)"
221,0,Negative,588,Mon Jun 08 06:55:01 UTC 2009,car warranty call,painhatelove,"@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags","{'neg': 0.139, 'neu': 0.757, 'pos': 0.104, 'compound': -0.4404}",-0.4404,Negative,Negative,-2,Negative,"tensor([[-0.5911, -0.3739,  0.4359]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.3102, -0.1609,  0.4127]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1045, -0.2184,  0.2504]], grad_fn=<AddmmBackward>)"
222,0,Negative,589,Mon Jun 08 06:55:36 UTC 2009,car warranty call,russdavisdotcom,Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.,"{'neg': 0.111, 'neu': 0.741, 'pos': 0.148, 'compound': 0.1779}",0.1779,Positive,Negative,-1,Positive,"tensor([[-0.6995, -0.4340, -0.7845]], grad_fn=<AddmmBackward>)",Negative,"tensor([[ 0.4622, -0.3147,  0.1595]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7571,  0.0816,  0.0527]], grad_fn=<AddmmBackward>)"
223,0,Negative,594,Mon Jun 08 19:59:16 UTC 2009,at&t,jamesmakeseyes,#at&amp;t is complete fail.,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Negative,-2,Positive,"tensor([[-0.4571, -1.1964,  0.0591]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.0162, -0.0529,  0.1232]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0651, -0.1575,  0.1024]], grad_fn=<AddmmBackward>)"
224,0,Negative,595,Mon Jun 08 19:59:23 UTC 2009,at&t,mikeyil,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Positive,1,Negative,"tensor([[-0.2914, -1.1435, -0.2220]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0692, -0.0428,  0.4291]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.3396,  0.2166,  0.3178]], grad_fn=<AddmmBackward>)"
