Unnamed: 0,Text,Sentiment,BERTSentiment_kFold,BERTDetails_kFold,BERTSentiment_8020,BERTDetails_8020,VADER_Score,VADER_Compound,VADER_Sentiment
674,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,Negative,"tensor([[-0.3600,  0.1900,  0.0864]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1744,  0.5822,  0.0342]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2732}",0.2732,Positive
675,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,Neutral,"tensor([[-0.4021,  0.1152, -0.2481]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.4568, 0.2512, 0.0351]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.872}",0.872,Positive
676,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,Neutral,"tensor([[-0.3307,  0.5044, -0.2742]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.7059,  0.3335, -0.1996]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}",0.4019,Positive
677,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,Neutral,"tensor([[-0.2450, -0.3908, -0.7644]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2016,  0.5007, -0.0280]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
678,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,Neutral,"tensor([[-0.2176,  0.0756, -0.2714]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2370,  0.3479, -0.3303]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.4019}",0.4019,Positive
679,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,Neutral,"tensor([[-0.2808,  0.6106, -0.1406]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4500,  0.3192,  0.6474]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
680,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,Negative,"tensor([[-0.3274,  0.4224, -0.2427]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2648, 0.3651, 0.1208]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5267}",0.5267,Positive
681,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,Negative,"tensor([[ 0.1441,  0.1640, -0.2347]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2197,  0.1129, -0.2621]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
682,"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral,Neutral,"tensor([[-0.3822,  0.0331, -0.5851]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3782,  0.7420,  0.0115]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4767}",0.4767,Positive
683,"SCOPI Chief Business Excellence Officer , Eng .",neutral,Neutral,"tensor([[-0.0635, -0.0693, -0.5036]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.6016,  0.2452,  0.3099]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,Positive
684,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,Neutral,"tensor([[ 0.1120,  0.1551, -0.4963]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1641, 0.3913, 0.4134]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
685,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,Positive,"tensor([[-0.6913,  0.7593, -0.3099]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.1994,  0.6211, -0.0585]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.7906}",0.7906,Positive
686,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,Neutral,"tensor([[ 0.2059,  0.2423, -0.4822]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1619,  0.2894, -0.1820]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.128}",0.128,Positive
687,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,Neutral,"tensor([[ 0.2683, -0.3057, -0.6390]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.2452,  0.6558, -0.2775]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
688,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral,Neutral,"tensor([[-0.3938,  0.3745, -0.9003]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3949,  0.5100,  0.2599]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.4215}",0.4215,Positive
689,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,Neutral,"tensor([[-0.2426, -0.0878, -0.3828]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.4603, -0.0135,  0.1567]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
690,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,Negative,"tensor([[-0.0140,  0.4598, -0.2845]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.6011,  0.0834, -0.4169]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}",0.296,Positive
691,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,Neutral,"tensor([[-0.3522,  0.8244, -0.9802]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.6036, 0.5696, 0.0468]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.5859}",0.5859,Positive
692,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,Neutral,"tensor([[-0.5020, -0.2761, -0.1170]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.1900, 0.4351, 0.1808]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.25}",0.25,Positive
693,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,Negative,"tensor([[-0.4163,  0.1979, -0.3708]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3209,  0.7865, -0.0721]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.5106}",0.5106,Positive
694,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",neutral,Neutral,"tensor([[-0.3665, -0.1590, -0.8470]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5186,  0.4964,  0.7752]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
695,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,Positive,"tensor([[-0.5761,  0.1046, -0.1589]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.5325,  0.3672, -0.2625]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
696,The corrected chapter is in its entirety below .,neutral,Neutral,"tensor([[ 0.2327,  0.2573, -0.6445]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0763, 0.3719, 0.2013]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
697,The deal was worth about EUR 1.2 mn .,neutral,Positive,"tensor([[ 0.0919, -0.0129, -0.2783]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.5293,  0.7174,  0.0100]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}",0.2263,Positive
698,The event can also be viewed as a live webcast at www.cargotec.com .,neutral,Neutral,"tensor([[-0.5838,  0.0582, -0.4187]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.3827, 0.9181, 0.6140]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
699,The investment will be worth approximately EUR 100mn .,neutral,Neutral,"tensor([[-0.4578,  0.0642, -0.2116]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.0957,  0.3319,  0.3580]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}",0.2263,Positive
700,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,Neutral,"tensor([[-0.5250, -0.0611, -0.2943]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.4033,  0.3104, -0.1476]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3818}",0.3818,Positive
701,The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,Neutral,"tensor([[-0.3204,  0.1368,  0.1585]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.2901,  0.4975, -0.5633]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.3384}",0.3384,Positive
702,The order was valued at over EUR15m .,neutral,Neutral,"tensor([[-0.0723,  0.1791, -0.3827]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3425,  0.4201,  0.0836]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive
703,The order was valued at USD12 .2 m.,neutral,Neutral,"tensor([[-0.0385,  0.1974,  0.0373]], grad_fn=<AddmmBackward>)",Positive,"tensor([[ 0.2870, -0.0108,  0.3230]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive
704,The order was worth EUR 8mn .,neutral,Neutral,"tensor([[-0.5419,  0.1067, -0.2755]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2968, 0.2117, 0.2692]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,Positive
705,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,Neutral,"tensor([[-0.7664, -0.2286, -0.1284]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.1394,  0.7905,  0.4577]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7184}",0.7184,Positive
706,"The record date for dividend distribution is March 14 , 2008 .",neutral,Negative,"tensor([[ 0.1881, -0.1913,  0.0770]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.0348,  0.0546, -0.0226]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
707,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral,Neutral,"tensor([[-0.1776, -0.6258, -0.2476]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3093,  0.6148,  0.0352]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.3818}",0.3818,Positive
708,The solid fuel is heated before sludge is mixed therein . '',neutral,Neutral,"tensor([[ 0.1731, -0.0717, -1.0909]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2867,  0.8900,  0.1681]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.1531}",0.1531,Positive
709,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",neutral,Neutral,"tensor([[-0.0786, -0.2082, -0.4254]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.1291,  0.2867,  0.0494]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6705}",0.6705,Positive
710,"The total donation amount is EUR 1,115,000 .",neutral,Negative,"tensor([[ 0.0108, -0.0184, -0.4197]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0993, 0.3795, 0.4381]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
711,"The total investment necessary will be EUR40m , the company estimated .",neutral,Neutral,"tensor([[-0.5834, -0.1599, -0.3831]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0887,  0.0904, -0.1318]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
712,The total project duration is three years and it is valued at some EUR11 .5 m.,neutral,Neutral,"tensor([[-0.5141,  0.0182, -0.3993]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4183,  0.2036,  0.1382]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,Positive
713,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral,Neutral,"tensor([[-0.4218,  0.0304, -0.3288]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.2671, 0.6563, 0.7531]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,Positive
714,"They are responsible for their own operations , customer relationships , and the development of these .",neutral,Neutral,"tensor([[-0.2220, -0.1009, -0.0460]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1592,  0.6049, -0.0024]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,Positive
715,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,Neutral,"tensor([[-0.4187, -0.6380, -0.5085]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4104,  0.5708,  0.1299]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.2716}",0.2716,Positive
716,This organization will assume the responsibility for operations in Russia .,neutral,Neutral,"tensor([[-0.2851,  0.4121, -0.5862]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.1091,  0.2959, -0.2108]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
717,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",neutral,Positive,"tensor([[ 0.0629, -0.1091, -0.2938]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.0142,  0.2337, -0.1290]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
718,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,Negative,"tensor([[-0.1086, -0.4280, -0.4925]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.2503,  0.4991,  0.1756]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
719,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,neutral,Neutral,"tensor([[ 0.0188,  0.5127, -0.7917]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.4861, 0.2900, 0.4107]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5859}",0.5859,Positive
720,"To see more of New Haven Register , or to subscribe to the newspaper .",neutral,Neutral,"tensor([[-0.5355,  0.0850, -0.7469]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0744, 0.1106, 0.0221]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
721,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",neutral,Neutral,"tensor([[-0.3754,  0.7659, -0.3420]], grad_fn=<AddmmBackward>)",Negative,"tensor([[-0.2660,  0.0556,  0.1446]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.296}",0.296,Positive
722,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,Neutral,"tensor([[-0.3727,  0.0916, -0.2868]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[ 0.0378,  0.5134, -0.0643]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.4404}",0.4404,Positive
723,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,Negative,"tensor([[-0.2605, -0.4779, -0.0147]], grad_fn=<AddmmBackward>)",Positive,"tensor([[-0.8466,  0.6277,  0.0376]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.6486}",0.6486,Positive
724,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,Positive,"tensor([[ 0.0089,  0.0077, -0.2843]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[0.0091, 0.4095, 0.1530]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2732}",0.2732,Positive
725,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,Negative,"tensor([[-0.4990, -0.2357, -0.3418]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.4518,  0.7167,  0.6264]], grad_fn=<AddmmBackward>)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
726,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative,Neutral,"tensor([[-0.3996, -0.1725, -0.8002]], grad_fn=<AddmmBackward>)",Neutral,"tensor([[-0.3732,  0.6960,  0.3447]], grad_fn=<AddmmBackward>)","{'neg': 0.054, 'neu': 0.767, 'pos': 0.179, 'compound': 0.6166}",0.6166,Positive
