,Unnamed: 0,Unnamed: 0.1,Tweet ID,Sentiment,Tweet,trinary_sentiment,Bert Sentiment,SentiStrength Sentiment,SentiStrength Score
775,775,16942,666812481189208000,positive,Briana is the most prettiest girl i have ever known since i was in 7th grade,2,positive,Positive,2
776,776,5226,631519102629064000,positive,I have many fond memories of sneaking up past my bedtime to watch Frank Gifford on Monday Night Football. We'll miss you man.,2,positive,Positive,1
777,777,19095,677925724645232000,positive,Why am I just now finding oht about Black Friday J. Cole and Kendrick Lamar,2,neutral,Neutral,0
778,778,49,620237663170228000,positive,"""We're on our way to Hoover, AL for SEC Media Days tomorrow, but tonight, we'll be cheering on @BrookeFletcher in the Miss USA pageant!""",2,positive,Positive,3
779,779,3113,627239381619867000,neutral,"""Hulk Hogan isn't a racist. And if he is, may God strike me dead! -Roddy Piper""",1,negative,Negative,-3
780,780,14969,641032408704397000,positive,"""Really great match this now. Anderson is going for broke on every Murray 2nd serve, and Murray is winning most rally points now. #USOpen2015""",2,positive,Positive,1
781,781,2676,626389162279702000,neutral,@amazonhelp Yeah I know but I want to know when the 3rd generation Moto G will be available to buy,1,neutral,Neutral,0
782,782,6084,632983300047409000,neutral,At least Dustin Johnson didn't hang around til the end to lose this major..i think he's hitting his 7th shot on 1st hole. Still not on green,1,neutral,Negative,-1
783,783,12163,639199724738867000,positive,"""I may be 30 years too late to say this but The Trooper by Iron Maiden is fucking great, For some reason Id never heard it before \m/""",2,neutral,Positive,2
784,784,10818,638254441792016000,negative,"""Kanye West struggling through this speech is like watching a four year old learn how to read. """"It's ok, baby, you can try again tomorrow.""""""",0,neutral,Neutral,0
785,785,8917,636578806313164000,negative,"""You know that tomorrow, with all his ties to radical Islam, that Corbyn will suggest all women wear the burka. You know, just to limit abuse""",0,neutral,Negative,-3
786,786,50,620266119056740000,neutral,#Rangers - Josh Hamilton is not in the Rangers starting lineup on Sunday. http://t.co/hqWxQJ6vco #winning http://t.co/UC10Hlp3yD,1,neutral,Positive,1
787,787,20454,681533199567220000,neutral,"""@robinpollard99 Fountains of creativity, initiative, talents. What #BDS et al want to disrupt. Turn Israel into 2nd Syria!""",1,neutral,Neutral,0
788,788,4989,631041078225801000,neutral,Sam Smith you have high expectation tomorrow . I Just Left #FutureHive,1,positive,Neutral,0
789,789,19796,679824047522332000,neutral,@AsherFeltman just asked bc I leave for Israel tomorrow,1,neutral,Neutral,0
790,790,16036,641647513318105000,neutral,"""By Isla Binnie MILAN, Sept 8 (Reuters) - Long the ugly sister to Florence, Venice and Rome, Italy's business capital Milan is enjoying a""",1,positive,Neutral,0
791,791,14116,640584519402188000,neutral,Pedroia could make Red Sox return as soon as Tuesday http://t.co/AlfBdVDF2R http://t.co/fbeXqHgcDG,1,neutral,Neutral,0
792,792,13287,640011654512558000,neutral,Request for ppl in media : Dont take the opinions of organisations (however religious they may be) as the voice of Muslims. They DO NOT.,1,neutral,Neutral,0
793,793,11974,639076841316290000,neutral,"""@henchman21 So, like a bar pie, but with disgusting cheese.  As a fan of a major city's 2nd team, I have deep sympathy for White Sox fans.""",1,negative,Negative,-2
794,794,5589,632097132741283000,positive,@pensandblues May still be out there (Avengers).  Am looking forward to Ant-Man and heard it si totally awesome!,2,positive,Positive,3
795,795,20184,681014365852598000,neutral,"""damn RIP to my great uncle George Clayton Johnson. 86 years. he wrote the 1st episode of Star Trek, twilight zone episodes and Logan's Run""",1,neutral,Positive,1
796,796,15732,641432210860548000,positive,"""Dunkin, hearing that we have half a day tomorrow, seeing angel after practice, finishing my hw before 6, &amp; seeing angel again""",2,positive,Neutral,0
797,797,10609,638181957130711000,neutral,"""#seniorquote """"I don't know about today, I don't know about tomorrow, but just do how you feel at the time"""" - Kanye West, a true intellectual""",1,neutral,Positive,1
798,798,19221,678277541275295000,neutral,"""@sloover @aidannolanmusic Iran is a big difference. She may be more hawkish than Sanders, but she isn't anti-negotiation like the Rs""",1,neutral,Positive,1
799,799,8550,636150856103030000,neutral,JUST IN: Paul McCartney is set to perform at the BJC on October 15th.... http://t.co/VbVfMuDfxT,1,neutral,Neutral,0
800,800,1006,623159858813120000,positive,"""May the auspicious occasion of Eid , bless you with peace and bring joy to your heart and home. best regards Hamayoon Amanzai""",2,positive,Positive,2
801,801,644,622819600862945000,neutral,Paul Dunne's 3rd round score of 66 is the lowest ever score by an amateur in The Open! What an achievement!,1,positive,Negative,-1
802,802,14618,640896510314475000,positive,frank ocean's verse on Sunday is just perfection,2,positive,Positive,1
803,803,13719,640313284860710000,neutral,i was looking up youtubers react &amp; youtubers react to kpop was literally the 3rd Suggestion now tell me it is unknown http://t.co/Cjkn6yvW28,1,neutral,Neutral,0
804,804,19749,679707833097519000,negative,Uncharted 4 delayed until april 26 fuck..... now i debating getting it at launch since Dark Souls 3 is coming out april 12th,0,neutral,Negative,-2
805,805,10859,638276419471060000,negative,what's wrong with society? what's wrong is people like you. ignorant. I'm disgusted. Kanye West may be unqualified+ https://t.co/yj9x3t6Eoz,0,negative,Negative,-2
806,806,8842,636477494808473000,negative,@julesmattsson I recently got oddly misty-eyed over that night George Osborne sat in the wrong carriage,0,negative,Negative,-1
807,807,499,622501369828769000,positive,@dobsonMEN Re-read TKAM on the train to Truro (long time since I read it). Will start Watchman tomorrow. No spoilers pls! :),2,neutral,Negative,-2
808,808,12154,639192082159026000,positive,Stuff A Bus starts tomorrow at Shawn's No Frills We have some great draws for you to enter when you visit! http://t.co/LdQqKO4NmQ,2,positive,Positive,3
809,809,17964,674433003116961000,positive,I have one on Saturday with this really cute girl named Briana and I'm v nervous cause I still have a massive zit lmfao,2,positive,Negative,-1
810,810,6145,633013421223510000,neutral,Dustin Johnson would have several majors under his belt if only the Thursday / Friday rounds counted,1,positive,Neutral,0
811,811,17612,672647986992680000,negative,Tomorrow is Star Wars day at my work but my star wars shirt got caught on a fence and ripped :/,0,neutral,Negative,-2
812,812,10989,638382310618976000,neutral,I may even include a rendition of Nicki's 'death stare' she shot at Miley last night,1,neutral,Negative,-2
813,813,20405,681462530993065000,neutral,@lizasoberano you going to The Vamps' concert on the 30th?,1,neutral,Neutral,0
814,814,387,622022506375999000,neutral,Your copy of Go Set a Watchman may be missing lines at the end http://t.co/yYnaWVzMLw http://t.co/UTsXyi6JcO,1,neutral,Neutral,0
815,815,11662,638827925270233000,negative,"""@EmilyTheLilin i see this fight as pointless and declare you as my equal in gay, may we share the title for eternity""",0,negative,Negative,-2
816,816,14237,640636907714555000,neutral,Shawn may not ever tell us when he's gonna be on tv but somehow we always find out,1,positive,Neutral,0
817,817,13454,640167015051886000,neutral,The Super Eagles may not be playing the tiki taka football we expected but atleast our coach is as fit &amp; athletic as Luis Enrique.,1,positive,Positive,1
818,818,15418,641287954988683000,positive,@NiallOfficial hi Niall tomorrow is my birthday if u follow me it will be the best gift ever x3,2,positive,Positive,1
819,819,18881,677318381704511000,neutral,@JJArnold34 @aronde365 Kendrick is going to outshine Cole on this collab album tbh. He already did it on Black Friday.,1,positive,Neutral,0
820,820,5701,632267374603821000,neutral,He also told a story about a girl named Tamisha beat him up in 6th grade. He said she was like the Brock Lesnar of middle school girls,1,negative,Positive,1
821,821,15720,641426212330545000,positive,"""@ClarkHoward To add to your budget smartphone list, may I introduce to you, the new MOTO G (3rd gen) which is Unlocked and starts at $180!!""",2,neutral,Positive,2
822,822,3533,628308759106990000,positive,Sunday oliseh! i was skeptical first when he was announced as the new Super Eagles coach. as at now? he has my full support!,2,neutral,Positive,1
823,823,3615,628437368664526000,positive,Hey Steve. Texas may have signed Beltre and Toronto signed David Price. But that left Cespedes for the rest of us!! Happy Festaviss New york,2,positive,Positive,1
824,824,8654,636269391332536000,neutral,Gucci bags id assured faith december expatiate the biform your hand at other as far as attache quick: OXYHzRGNr,1,neutral,Positive,1
825,825,17023,667496295376924000,negative,and i'm not rich of course there's a reason we're only going saturday which also meant no kim and briana photo for us lol,0,neutral,Positive,1
826,826,12797,639676306221723000,positive,the winner of tomorrow's game? JOHN CENA,2,neutral,Positive,1
827,827,10475,638140427691028000,positive,not sleeping till i see nicki first day of school tomorrow but i gotta see her #vmas #VMA2015,2,neutral,Neutral,0
828,828,4788,630738450786881000,positive,Monday morning gym tunes for the beautiul soul. Zac Brown Band - All Alright (Official Video): http://t.co/pzBvZUuJSB,2,positive,Positive,2
829,829,17284,669817920382509000,positive,THURSDAY'S LIGHTNING DEAL! Praise the sun and grab 70% off our DARK SOULS range today at https://t.co/FP0MbqER4i https://t.co/MRVwHtKMgc,2,positive,Positive,1
830,830,19135,678028106075004000,negative,They're going to release info and tickets for the JaDine World Tour on Dec 25 where is the chill people I need to see 'em in Milan wtf.,0,neutral,Negative,-2
831,831,4505,630465779511771000,neutral,"""Frank Gifford, who died today at 84, worked the Masters for @CBSSports 1969-71 before going to ABC to do Monday Night Football.""",1,neutral,Neutral,0
832,832,7827,635542700243206000,neutral,"""DJ INDIE NEWS Katy Perry, Taylor Swift - Taylor Swift may have dissed Katy Perry in her track, """"Bad Blood,"""" but it... http://t.co/sbzpEny7bX""",1,neutral,Neutral,0
833,833,6202,633068940491538000,positive,That scene with Ice Cube writing Friday solidified so many things for me and my writing.  Formal training is... http://t.co/IuCwcutKun,2,neutral,Neutral,0
834,834,14931,641024944554557000,negative,Murray about as dead as the aliens in Independence Day on July 4th in #America. They die in the movie either way but worse on the 4th. #Dead,0,negative,Negative,-2
835,835,4269,630012144503787000,neutral,Cubster Huggs &amp; Love go out today to  My Big Brother   Steve Prado Because you and I may have had our Fights... http://t.co/ym6YlVN7LH,1,neutral,Neutral,0
836,836,208,620738094237675000,positive,"""Who else is excited about Go Set a Watchman by Harper Lee, which hits stores this Tuesday? Stop by Barnes &amp; Noble... http://t.co/7A3mG21REx""",2,positive,Positive,2
837,837,17516,672045189452726000,positive,For our Wednesday morning we have one from the 60's starting us off..  Bee Gees with Kitty Can https://t.co/FMxreHFecn,2,neutral,Neutral,0
838,838,3295,627803327481315000,neutral,Tell @oyorooms which friend of yours is #AFriendLikeOYO &amp; you can win Moto G (3rd Gen) plus much more.,1,positive,Positive,1
839,839,15579,641360370746064000,negative,"""YOU cannot stop YAHWEH ELOHIM BUSINESS. YAHWEH ELOHIM HAS BESTOWED HIS Powers ON Janet Jackson and it's SEALED IN YAHWE""""S 9th SEAL .""",0,positive,Neutral,0
840,840,9048,636709071458951000,neutral,Melky cancels the postgame show with a ground rule double to right. 1st White Sox hit and baserunner. 2 outs for Avi.,1,neutral,Negative,-1
841,841,4285,630059692455239000,positive,"""Stats flying around lately, but this is my favourite: Today is the 2nd game where Troy Tulowitzki and David Price play for the Blue Jays.""",2,positive,Positive,1
842,842,13787,640340961944403000,positive,"""Murray with another huge 1st down run, 26 yds""",2,positive,Neutral,0
843,843,4972,630990809970647000,positive,"""A phone isn't just about specs, its about the experience. This is where the Moto G (3rd Gen) excels! http://t.co/v68Fb21sYY #android""",2,positive,Positive,3
844,844,12092,639169412277379000,neutral,@leaham50 @_jaylawrence We started the window with 2 problem areas. Needing a 1st XI standard DM and a pacey ST as a Plan B/Back up to Kane.,1,neutral,Negative,-1
845,845,17200,669198121575038000,positive,Okay so Chris Evans and RDJ will be on Jimmy Kimmel tonight and if tomorrow I wake up to a Civil War teaser I will lose all my chill,2,negative,Negative,-1
846,846,16016,641637648205922000,positive,"""May their be peace in Israel, Jews and Muslims. May Christians open their hearts and minds to the truth. There is only ONE GOD.""",2,positive,Positive,1
847,847,15348,641237625580462000,neutral,"""#NaijaurbanSports  Super Eagles head coach, Sunday Oliseh, has urged Nigerians not to expect an the team to be an... http://t.co/sIPjMl713S""",1,neutral,Neutral,0
848,848,8421,636005755074781000,neutral,on january 1st i said this was going to be zayn's year but i had no idea,1,neutral,Neutral,0
849,849,20013,680616842377826000,negative,"""#Israel #US Dentist may lose Navy job in Saratoga due to Israel ties: Asked about the case, t... https://t.co/lcbhHEvVTc #World #Politics""",0,negative,Negative,-1
